Name,Country,Region,Winery,Rating,NumberOfRatings,Year,Price
Selected Vines Malbec (Barrancas Vineyards) 2017,Argentina,Mendoza,Pascual Toso,4.0,134,2017,15.16
Terralis Shiraz - Malbec 2015,Argentina,Mendoza,Trivento,3.4,134,2015,6.99
Testamatta Toscana 2016,Italy,Toscana,Bibi Graetz,4.2,134,2016,105
Mencia 2014,Spain,Valdeorras,A Portela,3.6,134,2014,11.90
Compleo Cuvée Noire 2018,Switzerland,Zürich,Staatskellerei Zürich,3.9,134,2018,17.06
Pommard 2015,France,Pommard,Bouchard Père & Fils,4.0,134,2015,48.54
Merlot 2017,South Africa,Stellenbosch,Zonnebloem,3.8,134,2017,8.29
Bordeaux Supérieur 2017,France,Bordeaux Supérieur,Château Le Gardera,3.8,134,2017,8.78
Bandol Rouge 2016,France,Bandol,Gros' Noré,4.1,134,2016,31.90
Barolo Carobric 2006,Italy,Barolo,Paolo Scavino,4.3,134,2006,74.69
Hommage à Jacques Perrin Châteauneuf-du-Pape 2015,France,Châteauneuf-du-Pape,Château de Beaucastel,4.5,134,2015,341.18
Endinger Engelsberg Spätburgunder Trocken 2015,Germany,Baden,Knab,3.7,134,2015,16.95
Cabernet Sauvignon Reserva 2017,Chile,Colchagua Valley,Veramonte,3.5,134,2017,8.50
Saint-Julien (Grand Cru Classé) 2016,France,Saint-Julien,Château Saint-Pierre,4.1,134,2016,82.86
Shiraz 2018,South Africa,Stellenbosch,Guardian Peak,3.5,134,2018,9.90
Poggio alle Mura Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Banfi,4.2,1341,2011,37.73
Estate Cabernet Sauvignon 2016,Australia,Clare Valley,Taylors / Wakefield,3.7,1344,2016,9.50
Hécula Monastrell 2016,Spain,Yecla,Castaño,3.4,1344,2016,8.78
Crozes-Hermitage Rouge 2016,France,Crozes-Hermitage,E. Guigal,3.8,1348,2016,19.90
Cannubi Boschis Barolo 2013,Italy,Barolo,Virna,4.2,135,2013,52.29
Gigondas 2017,France,Gigondas,Domaine la Bouissiere,4.1,135,2017,22.90
Pian delle Vigne Brunello di Montalcino 2015,Italy,Brunello di Montalcino,Antinori,4.1,135,2015,55
Merindol Syrah 2014,South Africa,Stellenbosch,Simonsig,3.9,135,2014,24.27
Caprasia Bobal 2016,Spain,Utiel-Requena,Vegalfaro,3.8,135,2016,11.05
The Long Walk Shiraz 2019,South Africa,Western Cape,Footprint,3.4,135,2019,7.25
Les Restanques de Pibarnon 2015,France,Bandol,Château de Pibarnon,3.8,135,2015,28.55
Madre Toscana 2009,Italy,Toscana,Poggio Antico,4.2,135,2009,38.09
Eolithe 2017,France,Saumur,Château de Fosse-Sèche,3.9,135,2017,23.29
Tenuta Greppone Mazzi Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Ruffino,4.1,135,2014,46.60
Enfant Sauvage 2017,France,Côtes Catalanes,Domaine Les Enfants Sauvages,3.7,135,2017,16.47
Pinotage 2013,South Africa,Stellenbosch,Kaapzicht,3.9,135,2013,17.01
Gevrey-Chambertin 2017,France,Gevrey-Chambertin,Domaine Trapet,4.1,135,2017,84
La Villa Real Tempranillo 2015,Spain,La Mancha,Bodega la Remediadora,3.4,135,2015,6.54
Bourgogne Pinot Noir 2011,France,Bourgogne,Hudelot-Noëllat,3.5,135,2011,19.45
Barolo del Comune di Serralunga d'Alba 2015,Italy,Barolo,Boasso,4.1,135,2015,28.27
Holy Moly Shiraz 2015,Germany,Pfalz,Schneider,4.1,135,2015,31
Haut-Médoc (Grand Cru Classé) 2005,France,Haut-Médoc,Château Cantemerle,3.9,1350,2005,52.95
Saint-Julien (Grand Cru Classé) 2005,France,Saint-Julien,Château Lagrange,4.1,1354,2005,69.95
Vitral Reserva Cabernet Sauvignon 2017,Chile,Maipo Valley,Viña Maipo,3.4,1354,2017,7.50
Cuvée Racoveanu Reserve 2013,Romania,Mehedinti,Corcova,4.1,136,2013,17.50
Reserva Merlot 2018,Chile,Colchagua Valley,de Gras,3.8,136,2018,9.36
Haut-Médoc 2016,France,Haut-Médoc,Château Belle-Vue,3.8,136,2016,18.95
Tupungato Passo Doble Malbec - Corvina 2018,Argentina,Tupungato,Masi,3.5,136,2018,7.95
Campogiovanni Brunello di Montalcino Riserva Il Quercione 2010,Italy,Brunello di Montalcino,San Felice,4.4,136,2010,105.73
Mavrotragano 2016,Greece,Santorini,Domaine Sigalas,4.2,136,2016,36.95
Barbaresco 2014,Italy,Barbaresco,Giacosa Fratelli,3.2,136,2014,12.70
Moulin à Vent 2016,France,Moulin-à-Vent,Terres Dorées,3.8,136,2016,17.90
Don Tommaso Chianti Classico 2015,Italy,Chianti Classico,Principe Corsini,3.9,136,2015,18.49
Vecchie Vigne Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Siro Pacenti,4.0,136,2013,75
Traildust 2017,South Africa,Coastal Region,Beyerskloof,4.0,136,2017,14.95
Cabernet Sauvignon 2018,South Africa,Western Cape,Leopard’s Leap,3.4,136,2018,7.45
Barbaresco Basarin Riserva 2015,Italy,Barbaresco,Negro Angelo,3.8,136,2015,29.50
Cellar Selection Pinotage 2018,South Africa,Coastal Region,Kleine Zalze,3.6,136,2018,9.50
Le Crosare Valpolicella Ripasso Classico Superiore 2017,Italy,Valpolicella Ripasso Classico,Lenotti,3.9,136,2017,10.67
Iirrésistible Côtes de Provence 2016,France,Côtes de Provence,Domaine de la Croix,3.7,136,2016,13.50
La Chasselière Crozes-Hermitage 2015,France,Crozes-Hermitage,Domaine Michelas St Jemms,3.8,136,2015,17.90
Optima 2014,South Africa,Franschhoek,Anthonij Rupert,4.2,1361,2014,22.99
Valpolicella 2018,Italy,Valpolicella,Tommasi,3.5,1361,2018,9.50
Conde de Valdemar Reserva 2011,Spain,Rioja,Bodegas Valdemar,3.7,1364,2011,10.89
Laforet Bourgogne Pinot Noir 2015,France,Bourgogne,Joseph Drouhin,3.6,1365,2015,15
Brunello di Montalcino 2014,Italy,Brunello di Montalcino,Caparzo,4.1,1367,2014,23.49
Viña Alberdi Reserva 2014,Spain,Rioja,La Rioja Alta,4.1,1368,2014,14.99
Rioja 150 Aniversario 2010,Spain,Rioja,Marqués de Riscal,4.1,1369,2010,59.99
Cembali Nero d'Avola 2010,Italy,Terre Siciliane,Baglio di Pianetto,4.0,137,2010,24.86
Noà (Tenuta Presti e Pregni) 2016,Italy,Sicilia,Cusumano,3.9,137,2016,25.95
Pessac-Léognan 2017,France,Pessac-Léognan,Château Haut-Bailly,4.0,137,2017,131.60
Russiz Superiore Cabernet Franc Collio 2016,Italy,Collio,Marco Felluga,3.9,137,2016,23.99
Tempranillo 2015,Spain,Castilla,Maximo,3.4,137,2015,4.16
Haus & Hof Merlot 2018,Austria,Burgenland,Hannes Reeh,3.6,137,2018,8.52
Regaleali Nero d'Avola 2016,Italy,Terre Siciliane,Tasca d'Almerita,3.5,137,2016,7.52
Montornello Chianti Classico Riserva 2014,Italy,Chianti Classico,Bibbiano,3.8,137,2014,18.97
Barbera d'Alba 2017,Italy,Barbera d'Alba,Enzo Boglietti,3.9,137,2017,17.29
Saint-Estèphe 2015,France,Saint-Estèphe,Château Le Crock,4.0,137,2015,32.65
Fronsac 2016,France,Fronsac,Château Hauchat,3.7,137,2016,10.66
Max Reserva Merlot 2017,Chile,Aconcagua Valley,Errazuriz,3.7,137,2017,14.90
El Recio 2018,Spain,Toro,Matsu,4.1,137,2018,12.20
Alta Mora Etna Rosso 2017,Italy,Etna,Cusumano,3.7,137,2017,12.95
Musigny Grand Cru (Cuveé Vieilles Vignes) 1990,France,Musigny Grand Cru,Domaine Comte Georges de Vogüé,4.4,137,1990,995
Fronsac 2012,France,Fronsac,Château Moulin Haut-Laroque,3.8,137,2012,19.45
Classic Blaufränkisch 2017,Austria,Mittelburgenland,Hans Igler,3.7,137,2017,8.80
El Niño de Campillo Rioja 2018,Spain,Rioja,Campillo,3.6,137,2018,9.99
Pietra (Primitivo - Susumaniello) 2016,Italy,Salento,Menhir,4.1,137,2016,12.90
Gran Reserva 2012,Spain,Ribera del Duero,Protos,4.1,1371,2012,43.80
Grand Cru Sagrada Familia 2015,Chile,Lontue Valley,Caballo Loco,4.4,1372,2015,27.20
Cordillera Reserva Especial Carmenère 2017,Chile,Curico Valley,Miguel Torres,3.7,1375,2017,15.13
Gran Reserva Cabernet Sauvignon (Selección del Directorio) 2013,Chile,Colchagua Valley,Santa Helena,3.5,1377,2013,9.49
Montepulciano d'Abruzzo Marina Cvetic 2016,Italy,Montepulciano d'Abruzzo,Masciarelli,4.1,1379,2016,20.40
Single Vineyard Cabernet Franc 2015,Chile,Colchagua Valley,Valdivieso,3.9,138,2015,16.38
Nerello Mascalese 2013,Italy,Terre Siciliane,Di Giovanna,3.6,138,2013,10.50
Alicante - Mourvèdre 2013,Chile,Maule Valley,Erasmo,3.5,138,2013,18.00
Rosso di Montalcino 2017,Italy,Rosso di Montalcino,Collosorbo,4.0,138,2017,17.89
Roda I Reserva Rioja 2015,Spain,Rioja,Bodegas Roda,4.4,138,2015,46.50
Serpaiolo Rosso Toscana 2017,Italy,Maremma Toscana,Serpaia di Endrizzi,3.9,138,2017,9.50
The Villain Cabernet Sauvignon 2015,Australia,McLaren Vale,Hugh Hamilton,3.8,138,2015,17.35
Villa Mura Merlot Veneto 2016,Italy,Veneto,Sartori,3.4,138,2016,4.57
Red Blend 2015,South Africa,Swartland,Badenhorst,3.8,138,2015,24.90
Mason Pinot Nero 2017,Italy,Südtirol - Alto Adige,Manincor,4.1,138,2017,27.20
Les Rabassières Côtes-du-Rhône Rouge 2017,France,Côtes-du-Rhône,Maison Bouachon,3.7,138,2017,8.29
Gran Reserva Cabernet Sauvignon 2017,Chile,Colchagua Valley,TerraNoble,4.0,138,2017,13.90
Riserva Salice Salentino 2012,Italy,Salice Salentino,Paololeo,4.2,138,2012,11.95
Gaudenz Trocken 2016,Germany,Pfalz,Knipser,3.8,138,2016,9.80
Zane Valpolicella Ripasso Classico Superiore 2016,Italy,Valpolicella Ripasso Classico,Boscaini Carlo,4.2,138,2016,18.95
Pinotage 2019,South Africa,Western Cape,Golden Kaan,3.7,138,2019,5.79
Melck's Blended Red 2015,South Africa,Stellenbosch,Muratie,3.7,138,2015,9.05
Fronsac 2010,France,Fronsac,Château du Carillon,3.6,138,2010,9.90
Le Naturel Red 2019,Spain,Navarra,Aroa,3.6,138,2019,12.95
Tinto 2009,Portugal,Bairrada,Vadio,3.8,138,2009,25.90
Pessac-Léognan (Grand Cru Classé de Graves) 2016,France,Pessac-Léognan,Château de Fieuzal,4.0,138,2016,51.66
Private Bin Merlot - Cabernet Sauvignon 2018,New Zealand,Hawke's Bay,Villa Maria,3.6,138,2018,11.95
Ultra Cabernet Sauvignon 2016,Argentina,Mendoza,Kaiken,3.8,1381,2016,16.09
Meandro Douro Tinto 2017,Portugal,Douro,Quinta do Vale Meão,4.0,1381,2017,15.50
Diamond Collection Merlot (Blue Label) 2016,United States,Napa Valley,Francis Ford Coppola,3.8,1381,2016,26.31
La Groletta Amarone della Valpolicella 2016,Italy,Amarone della Valpolicella,Corte Giara,4.1,1382,2016,33.76
Gattinara 2016,Italy,Gattinara,Travaglini,4.0,1387,2016,29.24
Pipoli Aglianico del Vulture 2018,Italy,Aglianico del Vulture,Vigneti del Vulture,3.8,139,2018,5.90
Pinot Noir Pequeñas Producciones 2017,Chile,Casablanca Valley,Casas del Bosque,3.9,139,2017,28.95
Bons Ventos Rouge 2018,Portugal,Lisboa,Casa Santos Lima,3.6,139,2018,5.75
Bordeaux 2012,France,Bordeaux,Domaine de Valmengaux,4.1,139,2012,34.71
Just Fucking Good Wine Organic Tinto 2018,Spain,Valencia,Neleman,3.7,139,2018,14.44
Altitud Merlot 2015,Argentina,Tupungato,Andeluna,3.7,139,2015,16.17
Doña Margarita Vineyard Mas Cavalls Pinot Noir 2016,United States,Sonoma Coast,Marimar Estate,4.2,139,2016,56.40
Black Label Syrah - Monastrell 2017,Spain,Almansa,Bodegas Piqueras,3.5,139,2017,6.72
Merlot (Jan Fiskaal) 2016,South Africa,Coastal Region,MAN,3.5,139,2016,7.19
Château Brassac Bordeaux Supérieur 2015,France,Bordeaux Supérieur,Kressmann,3.3,139,2015,9.26
Autour de Jonquières Terrasses du Larzac 2015,France,Terrasses du Larzac,Mas Jullien,4.0,139,2015,31.39
La Rosine Syrah 2017,France,Collines Rhodaniennes,Michel & Stéphane Ogier,4.0,139,2017,19.90
Saint-Joseph Lieu-Dit 2016,France,Saint-Joseph,E. Guigal,4.4,139,2016,46.64
Kurni Marche 2017,Italy,Marche,Oasi degli Angeli,4.6,139,2017,106.60
Mi Pueblo Cabernet Sauvignon 2019,Chile,Central Valley,Viña Maipo,3.3,139,2019,6.50
Jois Blaufrankisch 2016,Austria,Burgenland,Scheiblhofer,3.8,139,2016,26.22
San Nicolao Barbera d'Asti 2018,Italy,Barbera d'Asti,Vite Colte,3.2,139,2018,6.10
Haut-Médoc 2014,France,Haut-Médoc,Château Fontesteau,3.7,139,2014,18.86
Pomerol 2012,France,Pomerol,Château Latour à Pomerol,4.3,139,2012,101.74
Mercurey 1er Cru Clos du Roy 2017,France,Mercurey,Faiveley,4.0,139,2017,33.90
Vinha Grande Douro 2017,Portugal,Douro,Casa Ferreirinha,4.0,1392,2017,12.63
Sapaio Bolgheri Volpolo 2015,Italy,Bolgheri,Podere Sapaio,3.9,1393,2015,23.37
Saint-Julien 2008,France,Saint-Julien,Château Gloria,3.8,1395,2008,54.95
Romántica Crianza 2017,Spain,Ribera del Duero,Bodega de Bardos,3.9,140,2017,10.89
Cabernet Sauvignon 2019,Argentina,Tupungato,Domaine Bousquet,3.7,140,2019,7.27
Lapa Cabernet Sauvignon 2012,South Africa,Stellenbosch,Guardian Peak,3.9,140,2012,29
Santa Cecilia Nero d'Avola 2016,Italy,Terre Siciliane,Planeta,4.0,140,2016,21
Rully Red 2017,France,Rully,Joseph Drouhin,3.7,140,2017,22.78
Merlot 2016,United States,California,Spellbound,3.9,140,2016,14.49
Éo Noir 2014,Switzerland,Zürich,Staatskellerei Zürich,3.9,140,2014,70.19
Galpin Peak Pinot Noir 2018,South Africa,Hemel-en-Aarde Valley,Bouchard Finlayson,4.1,140,2018,34.95
Shavkapito 2017,Georgia,Kakheti,Mukhrani,4.4,140,2017,16.90
Hill of Grace 2008,Australia,Eden Valley,Henschke,4.5,140,2008,650
Fleurie Hospice de Belleville 2015,France,Fleurie,Joseph Drouhin,3.6,140,2015,14.53
Cabernet Sauvignon 2016,United States,California,Gnarly Head,3.6,1400,2016,12.10
Morgon 2018,France,Morgon,Domaine Mathieu & Camille Lapierre,4.1,1401,2018,21.90
Joven Roble Tinto 2018,Spain,Ribera del Duero,Pago de Los Capellanes,4.1,1404,2018,14.90
Haut-Médoc (Grand Cru Classé) 2011,France,Haut-Médoc,Château La Tour Carnet,3.9,1407,2011,44.96
Margaux (Grand Cru Classé) 2004,France,Margaux,Château Giscours,4.2,1409,2004,70.19
Saint-Julien (Grand Cru Classé) 2006,France,Saint-Julien,Château Léoville Barton,4.2,1409,2006,89
Spätburgunder 2015,Germany,Pfalz,A. Christmann,3.7,141,2015,16.95
Alto 2013,Argentina,Mendoza,Alta Vista,4.3,141,2013,54
Nuits-Saint-Georges 2014,France,Nuits-Saint-Georges,Bouchard Père & Fils,3.8,141,2014,41.72
Cocciapazza Montepulciano d'Abruzzo 2016,Italy,Montepulciano d'Abruzzo,Torre dei Beati,4.1,141,2016,29.35
Alentejano Reserva Tinto 2016,Portugal,Alentejano,Terra d'Alter,4.1,141,2016,8.45
Bricco della Bigotta Barbera d'Asti 2015,Italy,Barbera d'Asti,Braida,4.2,141,2015,49.90
Sassella Valtellina Superiore 2009,Italy,Valtellina Superiore,Aldo Rainoldi,3.5,141,2009,12.51
Reserva 2014,Spain,Rioja,Rioja Vega,3.7,141,2014,11.45
Pomerol 2014,France,Pomerol,Château Bourgneuf (Vieux Château Bourgneuf),3.8,141,2014,42.89
Les P’tits Galets Rouge 2015,France,Gard,Rocca Maura,3.4,141,2015,4.83
Barolo 2010,Italy,Barolo,Aurelio Settimo,3.9,141,2010,39.19
Barolo Bricco Rocche 2013,Italy,Barolo,Ceretto,4.0,141,2013,193.03
Saint-Julien (Grand Cru Classé) 2009,France,Saint-Julien,Château Branaire-Ducru,4.2,1410,2009,86.18
Prado Enea Gran Reserva 2011,Spain,Rioja,Muga,4.3,1411,2011,53.51
CrossBarn Cabernet Sauvignon 2014,United States,Napa Valley,Paul Hobbs,4.2,1413,2014,75.69
Appassite Negroamaro - Primitivo 2018,Italy,Puglia,Luna Argenta,4.2,1413,2018,9.66
Chianti Classico 2016,Italy,Chianti Classico,Fontodi,3.9,1414,2016,21.24
60 Sessantanni Old Vines Primitivo di Manduria 2015,Italy,Primitivo di Manduria,San Marzano,4.5,14148,2015,30.95
Evenstad Reserve Pinot Noir 2014,United States,Willamette Valley,Domaine Serene,4.4,1417,2014,89
Mandus Primitivo di Manduria 2017,Italy,Primitivo di Manduria,Pietra Pura,4.1,1418,2017,11.95
Chaminé Tinto 2018,Portugal,Alentejano,Cortes de Cima,3.8,1418,2018,9.16
Estate Tannat - Merlot (Varietales) 2016,Uruguay,San José,Bodega Garzón,3.5,142,2016,14.29
Pinot Noir 2014,United States,Anderson Valley,Domaine Anderson,4.0,142,2014,57.42
Chianti Pontormo 2017,Italy,Chianti,Castelli del Grevepesa,3.4,142,2017,6.45
Ai Suma Barbera d'Asti 2016,Italy,Barbera d'Asti,Braida,4.4,142,2016,68.65
Principe Spinelli 2018,Italy,Calabria,Tenuta Iuzzolini,3.9,142,2018,9.65
Il Torrino 2015,Italy,Toscana,Poggio Alla Sala,3.7,142,2015,8.37
Baga ao Sol Unoaked 2015,Portugal,Alentejano,Fitapreta,4.2,142,2015,21.45
Haut-Médoc (Grand Cru Classé) 2016,France,Haut-Médoc,Château de Camensac,3.8,142,2016,56.60
Bruno Rosso 2016,Italy,Lugana,Bulgarini,3.9,142,2016,9.90
Amaranta Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Tenuta Ulisse,4.2,142,2017,17.81
Flor de Primavera Peraj Ha'abib 2013,Spain,Montsant,Capçanes,3.9,142,2013,58.39
Contraste Tinto 2016,Portugal,Douro,Conceito,3.6,142,2016,9.90
Saint-Estèphe 2016,France,Saint-Estèphe,Château Sérilhan,3.9,142,2016,18.95
Saint-Émilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château La Couronne,4.1,142,2016,22.50
Grand Vin Minervois La Livinière 2016,France,Minervois La Livinière,L'Ostal Cazes,3.9,142,2016,18.99
Juliénas Pur Ju... 2018,France,Juliénas,Les Bertrand,4.2,142,2018,20.37
Shiraz 2018,Australia,McLaren Vale,Soldiers Block,3.5,142,2018,9.29
Bordeaux (Merlot - Cabernet Sauvignon) 2014,France,Bordeaux,Château La Freynelle,3.4,142,2014,9.45
Primitivo - Merlot Zolla 2018,Italy,Puglia,Vigneti del Salento,3.9,142,2018,7.26
Valpolicella Ripasso Classico Superiore 2016,Italy,Valpolicella Ripasso,Le Ragose,4.0,142,2016,19.40
Art de Vivre Rouge 2015,France,Languedoc,Gérard Bertrand,3.8,142,2015,15.95
Almiréz 2015,Spain,Toro,Teso La Monja,3.9,1420,2015,15.90
Próximo Rioja 2016,Spain,Rioja,Marqués de Riscal,3.7,1423,2016,7.27
Côte-Rôtie Brune & Blonde de Guigal 2009,France,Côte-Rôtie,E. Guigal,4.1,1423,2009,92
Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Biondi-Santi,4.5,1424,2012,139.40
Insigne Carmenère 2017,Chile,Rapel Valley,Carmen,3.7,1426,2017,8.49
Tinto 2015,Spain,Toro,Bodegas San Román,4.3,1427,2015,32.50
Haut-Médoc 2007,France,Haut-Médoc,Château Sociando-Mallet,3.9,1429,2007,43.87
Montsant Besllum 2012,Spain,Montsant,Malondro,3.6,143,2012,9.95
Aglianico Del Vulture Piano Del Cerro 2017,Italy,Aglianico del Vulture,Vigneti del Vulture,4.1,143,2017,13.90
Rosso di Montalcino 2017,Italy,Rosso di Montalcino,Poggio Antico,4.0,143,2017,23.73
Bordeaux Rouge 2016,France,Bordeaux,Château Pierrousselle,3.7,143,2016,5.74
Garnacha Tinta 2018,Spain,Terra Alta,La Picossa,3.3,143,2018,9.15
Inedito 2016,Italy,Toscana,Terre del Marchesato,3.7,143,2016,12.56
Croix de Beaucaillou Saint-Julien 2016,France,Saint-Julien,Château Ducru-Beaucaillou,4.1,143,2016,52.95
Barbaresco 2008,Italy,Barbaresco,Casetta,4.0,143,2008,26.50
Janus Gran Reserva 1995,Spain,Ribera del Duero,Tinto Pesquera,4.3,143,1995,145.19
Mantsch Lagrein Riserva 2016,Italy,Trentino-Alto Adige,Colterenzio (Schreckbichl),3.7,143,2016,19.01
Vina Imas Gold Edition Gran Reserva 2012,Spain,Rioja,Baron de Ley,4.3,143,2012,21.99
Synera Tinto 2018,Spain,Catalunya,Ramón Roqueta,3.0,143,2018,6.50
De Garage Rioja 2015,Spain,Rioja,Baigorri,4.1,143,2015,37.82
Les Challeys Saint-Joseph 2018,France,Saint-Joseph,Delas,3.7,143,2018,25.02
Barbera d’Alba Vigna Martina 2017,Italy,Barbera d'Alba,Elio Grasso,4.0,143,2017,31.45
Brunello di Montalcino Vigneto Manachiara 2010,Italy,Brunello di Montalcino,Tenute Silvio Nardi,4.2,143,2010,77.55
Pruno Sangiovese Riserva 2012,Italy,Romagna,Drei Donà - Tenuta La Palazza,4.0,143,2012,29.13
Aigle Les Murailles Rouge 2018,Switzerland,Aigle,Henri Badoux,3.7,143,2018,27.75
Les Terrasses Velles Vinyes Priorat 2011,Spain,Priorat,Álvaro Palacios,4.1,1433,2011,70.18
Montebruna Barbera d'Asti 2016,Italy,Barbera d'Asti,Braida,3.8,1434,2016,15.50
Brunello di Montalcino 2011,Italy,Brunello di Montalcino,Ciacci Piccolomini d'Aragona,4.2,1436,2011,34.44
Saint-Estèphe 2010,France,Saint-Estèphe,Château Phélan Ségur,4.1,1437,2010,58.39
Castillon - Côtes de Bordeaux 2005,France,Castillon - Côtes de Bordeaux,Clos Puy Arnaud,4.1,144,2005,32.95
Brunello di Montalcino 2012,Italy,Brunello di Montalcino,Le Macioche,4.1,144,2012,56.76
Ars Nova 2010,Spain,Navarra,Bodega Tandem,3.6,144,2010,11.89
Giusto di Notri Toscana 2017,Italy,Toscana,Tua Rita,4.2,144,2017,58.39
In Violas Merlot 2012,Italy,Cortona,Poliziano,3.9,144,2012,16.53
Vineyards Merlot 2019,Argentina,Mendoza,Trapiche,3.5,144,2019,5.25
Rubeno Lagrein 2018,Italy,Südtirol - Alto Adige,Andrian,3.8,144,2018,11.50
Pomerol 2003,France,Pomerol,Château Clinet,4.2,144,2003,128.90
Château Pimorin Haut-Médoc 2010,France,Haut-Médoc,Château Fontesteau,3.7,144,2010,13.26
Pinot Noir 2016,Austria,Niederösterreich,Weingut Bründlmayer,3.9,144,2016,27.15
Estate Carmenère 2017,Chile,Maipo Valley,De Martino,3.3,144,2017,7.53
Lignum Penedès 2017,Spain,Penedès,Albet i Noya,3.8,144,2017,10.60
Aires Montepulciano d'Abruzzo 2017,Italy,Montepulciano d'Abruzzo,Fosso Corno,3.7,144,2017,5.95
Pinotage 2017,South Africa,Stellenbosch,Simonsig,3.9,144,2017,8.57
Shiraz 2017,South Africa,Stellenbosch,Zonnebloem,3.7,144,2017,8.29
Bandol Rouge 2015,France,Bandol,Domaine de la Bégude,3.9,144,2015,29.90
Ripasso Valpolicella Classico Superiore 2016,Italy,Valpolicella Ripasso Classico,Biscardo,3.9,144,2016,11.90
Barolo Villero 2014,Italy,Barolo,Giacomo Fenocchio,4.1,144,2014,39.90
Moulis-en-Médoc 2014,France,Moulis-en-Médoc,Château Duplessis,3.6,144,2014,15.25
Christine 2013,South Africa,Constantia,Buitenverwachting,4.1,144,2013,23.89
Ebbio Nebbiolo Langhe 2017,Italy,Langhe,Fontanafredda,3.6,1440,2017,14.79
Tenuta Nuova Brunello di Montalcino 2013,Italy,Brunello di Montalcino,Casanova di Neri,4.5,1443,2013,77.50
Cabernet Sauvignon (Cabernet Franc - Syrah) 2015,Chile,Rapel Valley,Trio,3.6,1448,2015,11.47
Sangiovese Toscana 2018,Italy,Toscana,Caparzo,3.8,1448,2018,6.30
Saint-Emilion Grand Cru 2016,France,Saint-Émilion Grand Cru,Château Fleur de Lisse,3.9,145,2016,37.04
Montepulciano d'Abruzzo 2018,Italy,Montepulciano d'Abruzzo,Caleo,3.4,145,2018,5.49
Orphan Bank Shiraz 2016,Australia,Barossa,Langmeil,4.3,145,2016,37.98
Negru de Purcari 2017,Moldova,South Eastern,Château Purcari,4.4,145,2017,29.98
Signatures Single Vineyard Collection Cabernet Franc 2015,South Africa,Wellington,Doolhof Wine Estate,4.1,145,2015,17.60
Boğazkere - Öküzgözü 2017,Turkey,Thrace,Suvla,3.6,145,2017,11.50
Primitivo 2018,Italy,Puglia,A Mano,3.6,145,2018,6.99
Selección Finca el Grajo Viejo 2015,Spain,Ribera del Duero,Protos,4.4,145,2015,54.95
Cannonau 2018,Italy,Sardegna,Olianas,3.8,145,2018,10.50
Beyer Ranch Zinfandel 2016,United States,Livermore Valley,Wente,3.9,145,2016,11.48
Red 2015,South Africa,Swartland,Porseleinberg,4.1,145,2015,58.39
